DATE,PRCP,TMAX,TMIN,SNOW,SNWD
732464,13,300,167,0,0
732465,13,300,167,0,0
732466,13,300,167,0,0
732467,13,300,167,0,0
732468,13,300,167,0,0
732469,13,300,167,0,0
732470,13,300,167,0,0
732471,13,300,167,0,0
732472,13,300,167,0,0
732473,13,300,167,0,0
732474,13,300,167,0,0
732475,13,300,167,0,0
732476,13,300,167,0,0
732477,13,300,167,0,0
732478,13,300,167,0,0
732479,13,300,167,0,0
732480,13,300,167,0,0
732481,13,300,167,0,0
732482,13,300,167,0,0
732483,13,300,167,0,0
732484,13,300,167,0,0
732485,13,300,167,0,0
732486,13,300,167,0,0
732487,13,300,167,0,0
732488,13,300,167,0,0
732489,13,300,167,0,0
732490,13,300,167,0,0
732491,13,300,167,0,0
732492,13,300,167,0,0
732493,0,294,161,0,0
732494,0,294,161,0,0
732495,0,294,161,0,0
732496,0,294,161,0,0
732497,0,294,161,0,0
732498,0,294,161,0,0
732499,0,294,161,0,0
732500,0,294,161,0,0
732501,0,294,161,0,0
732502,0,294,161,0,0
732503,0,294,161,0,0
732504,0,294,161,0,0
732505,0,294,161,0,0
732506,0,294,161,0,0
732507,0,294,161,0,0
732508,0,294,161,0,0
732509,0,294,161,0,0
732510,0,294,161,0,0
732511,0,294,161,0,0
732512,0,294,161,0,0
732513,0,294,161,0,0
732514,0,294,161,0,0
732515,0,294,161,0,0
732516,0,294,161,0,0
732517,0,294,161,0,0
732518,0,294,161,0,0
732519,0,294,161,0,0
732520,0,294,161,0,0
732521,0,294,161,0,0
732522,0,294,161,0,0
732523,0,294,161,0,0
732524,0,344,200,0,0
732525,0,344,200,0,0
732526,0,344,200,0,0
732527,0,344,200,0,0
732528,0,344,200,0,0
732529,0,344,200,0,0
732530,0,344,200,0,0
732531,0,344,200,0,0
732532,0,344,200,0,0
732533,0,344,200,0,0
732534,0,344,200,0,0
732535,0,344,200,0,0
732536,0,344,200,0,0
732537,0,344,200,0,0
732538,0,344,200,0,0
732539,0,344,200,0,0
732540,0,344,200,0,0
732541,0,344,200,0,0
732542,0,344,200,0,0
732543,0,344,200,0,0
732544,0,344,200,0,0
732545,0,344,200,0,0
732546,0,344,200,0,0
732547,0,344,200,0,0
732548,0,344,200,0,0
732549,0,344,200,0,0
732550,0,344,200,0,0
732551,0,344,200,0,0
732552,0,344,200,0,0
732553,0,344,200,0,0
732554,0,344,200,0,0
732555,117,256,144,0,0
732556,117,256,144,0,0
732557,117,256,144,0,0
732558,117,256,144,0,0
732559,117,256,144,0,0
732560,117,256,144,0,0
732561,117,256,144,0,0
732562,117,256,144,0,0
732563,117,256,144,0,0
732564,117,256,144,0,0
732565,117,256,144,0,0
732566,117,256,144,0,0
732567,117,256,144,0,0
732568,117,256,144,0,0
732569,117,256,144,0,0
732570,117,256,144,0,0
732571,117,256,144,0,0
732572,117,256,144,0,0
732573,117,256,144,0,0
732574,117,256,144,0,0
732575,117,256,144,0,0
732576,117,256,144,0,0
732577,117,256,144,0,0
732578,117,256,144,0,0
732579,117,256,144,0,0
732580,117,256,144,0,0
732581,117,256,144,0,0
732582,117,256,144,0,0
732583,117,256,144,0,0
732584,117,256,144,0,0
732585,33,233,100,0,0
732586,33,233,100,0,0
732587,33,233,100,0,0
732588,33,233,100,0,0
732589,33,233,100,0,0
732590,33,233,100,0,0
732591,33,233,100,0,0
732592,33,233,100,0,0
732593,33,233,100,0,0
732594,33,233,100,0,0
732595,33,233,100,0,0
732596,33,233,100,0,0
732597,33,233,100,0,0
732598,33,233,100,0,0
732599,33,233,100,0,0
732600,33,233,100,0,0
732601,33,233,100,0,0
732602,33,233,100,0,0
732603,33,233,100,0,0
732604,33,233,100,0,0
732605,33,233,100,0,0
732606,33,233,100,0,0
732607,33,233,100,0,0
732608,33,233,100,0,0
732609,33,233,100,0,0
732610,33,233,100,0,0
732611,33,233,100,0,0
732612,33,233,100,0,0
732613,33,233,100,0,0
732614,33,233,100,0,0
732615,33,233,100,0,0
732646,0,200,122,0,0
732647,0,200,122,0,0
732648,0,200,122,0,0
732649,0,200,122,0,0
732650,0,200,122,0,0
732651,0,200,122,0,0
732652,0,200,122,0,0
732653,0,200,122,0,0
732654,0,200,122,0,0
732655,0,200,122,0,0
732656,0,200,122,0,0
732657,0,200,122,0,0
732658,0,200,122,0,0
732659,0,200,122,0,0
732660,0,200,122,0,0
732661,0,200,122,0,0
732662,0,200,122,0,0
732663,0,200,122,0,0
732664,0,200,122,0,0
732665,0,200,122,0,0
732666,0,200,122,0,0
732667,0,200,122,0,0
732668,0,200,122,0,0
732669,0,200,122,0,0
732670,0,200,122,0,0
732671,0,200,122,0,0
732672,0,200,122,0,0
732673,0,200,122,0,0
732674,0,200,122,0,0
732675,0,200,122,0,0
732676,0,200,122,0,0
732677,0,167,56,0,0
732678,0,167,56,0,0
732679,0,167,56,0,0
732680,0,167,56,0,0
732681,0,167,56,0,0
732682,0,167,56,0,0
732683,0,167,56,0,0
732684,0,167,56,0,0
732685,0,167,56,0,0
732686,0,167,56,0,0
732687,0,167,56,0,0
732688,0,167,56,0,0
732689,0,167,56,0,0
732690,0,167,56,0,0
732691,0,167,56,0,0
732692,0,167,56,0,0
732693,0,167,56,0,0
732694,0,167,56,0,0
732695,0,167,56,0,0
732696,0,167,56,0,0
732697,0,167,56,0,0
732698,0,167,56,0,0
732699,0,167,56,0,0
732700,0,167,56,0,0
732701,0,167,56,0,0
732702,0,167,56,0,0
732703,0,167,56,0,0
732704,0,167,56,0,0
732705,0,167,56,0,0
732706,0,167,56,0,0
732707,0,167,56,0,0
732708,5,-6,-94,0,0
732709,5,-6,-94,0,0
732710,5,-6,-94,0,0
732711,5,-6,-94,0,0
732712,5,-6,-94,0,0
732713,5,-6,-94,0,0
732714,5,-6,-94,0,0
732715,5,-6,-94,0,0
732716,5,-6,-94,0,0
732717,5,-6,-94,0,0
732718,5,-6,-94,0,0
732719,5,-6,-94,0,0
732720,5,-6,-94,0,0
732721,5,-6,-94,0,0
732722,5,-6,-94,0,0
732723,5,-6,-94,0,0
732724,5,-6,-94,0,0
732725,5,-6,-94,0,0
732726,5,-6,-94,0,0
732727,5,-6,-94,0,0
732728,5,-6,-94,0,0
732729,5,-6,-94,0,0
732730,5,-6,-94,0,0
732731,5,-6,-94,0,0
732732,5,-6,-94,0,0
732733,5,-6,-94,0,0
732734,5,-6,-94,0,0
732735,5,-6,-94,0,0
732736,381,28,-33,0,0
732737,381,28,-33,0,0
732738,381,28,-33,0,0
732739,381,28,-33,0,0
732740,381,28,-33,0,0
732741,381,28,-33,0,0
732742,381,28,-33,0,0
732743,381,28,-33,0,0
732744,381,28,-33,0,0
732745,381,28,-33,0,0
732746,381,28,-33,0,0
732747,381,28,-33,0,0
732748,381,28,-33,0,0
732749,381,28,-33,0,0
732750,381,28,-33,0,0
732751,381,28,-33,0,0
732752,381,28,-33,0,0
732753,381,28,-33,0,0
732754,381,28,-33,0,0
732755,381,28,-33,0,0
732756,381,28,-33,0,0
732757,381,28,-33,0,0
732758,381,28,-33,0,0
732759,381,28,-33,0,0
732760,381,28,-33,0,0
732761,381,28,-33,0,0
732762,381,28,-33,0,0
732763,381,28,-33,0,0
732764,381,28,-33,0,0
732765,381,28,-33,0,0
732766,381,28,-33,0,0
732767,5,194,117,0,0
732768,5,194,117,0,0
732769,5,194,117,0,0
732770,5,194,117,0,0
732771,5,194,117,0,0
732772,5,194,117,0,0
732773,5,194,117,0,0
732774,5,194,117,0,0
732775,5,194,117,0,0
732776,5,194,117,0,0
732777,5,194,117,0,0
732778,5,194,117,0,0
732779,5,194,117,0,0
732780,5,194,117,0,0
732781,5,194,117,0,0
732782,5,194,117,0,0
732783,5,194,117,0,0
732784,5,194,117,0,0
732785,5,194,117,0,0
732786,5,194,117,0,0
732787,5,194,117,0,0
732788,5,194,117,0,0
732789,5,194,117,0,0
732790,5,194,117,0,0
732791,5,194,117,0,0
732792,5,194,117,0,0
732793,5,194,117,0,0
732794,5,194,117,0,0
732795,5,194,117,0,0
732796,5,194,117,0,0
732797,0,322,106,0,0
732798,0,322,106,0,0
732799,0,322,106,0,0
732800,0,322,106,0,0
732801,0,322,106,0,0
732802,0,322,106,0,0
732803,0,322,106,0,0
732804,0,322,106,0,0
732805,0,322,106,0,0
732806,0,322,106,0,0
732807,0,322,106,0,0
732808,0,322,106,0,0
732809,0,322,106,0,0
732810,0,322,106,0,0
732811,0,322,106,0,0
732812,0,322,106,0,0
732813,0,322,106,0,0
732814,0,322,106,0,0
732815,0,322,106,0,0
732816,0,322,106,0,0
732817,0,322,106,0,0
732818,0,322,106,0,0
732819,0,322,106,0,0
732820,0,322,106,0,0
732821,0,322,106,0,0
732822,0,322,106,0,0
732823,0,322,106,0,0
732824,0,322,106,0,0
732825,0,322,106,0,0
732826,0,322,106,0,0
732827,0,322,106,0,0
732889,8,306,172,0,0
732890,8,306,172,0,0
732891,8,306,172,0,0
732892,8,306,172,0,0
732893,8,306,172,0,0
732894,8,306,172,0,0
732895,8,306,172,0,0
732896,8,306,172,0,0
732897,8,306,172,0,0
732898,8,306,172,0,0
732899,8,306,172,0,0
732900,8,306,172,0,0
732901,8,306,172,0,0
732902,8,306,172,0,0
732903,8,306,172,0,0
732904,8,306,172,0,0
732905,8,306,172,0,0
732906,8,306,172,0,0
732907,8,306,172,0,0
732908,8,306,172,0,0
732909,8,306,172,0,0
732910,8,306,172,0,0
732911,8,306,172,0,0
732912,8,306,172,0,0
732913,8,306,172,0,0
732914,8,306,172,0,0
732915,8,306,172,0,0
732916,8,306,172,0,0
732917,8,306,172,0,0
732918,8,306,172,0,0
732919,8,306,172,0,0
732920,130,311,183,0,0
732921,130,311,183,0,0
732922,130,311,183,0,0
732923,130,311,183,0,0
732924,130,311,183,0,0
732925,130,311,183,0,0
732926,130,311,183,0,0
732927,130,311,183,0,0
732928,130,311,183,0,0
732929,130,311,183,0,0
732930,130,311,183,0,0
732931,130,311,183,0,0
732932,130,311,183,0,0
732933,130,311,183,0,0
732934,130,311,183,0,0
732935,130,311,183,0,0
732936,130,311,183,0,0
732937,130,311,183,0,0
732938,130,311,183,0,0
732939,130,311,183,0,0
732940,130,311,183,0,0
732941,130,311,183,0,0
732942,130,311,183,0,0
732943,130,311,183,0,0
732944,130,311,183,0,0
732945,130,311,183,0,0
732946,130,311,183,0,0
732947,130,311,183,0,0
732948,130,311,183,0,0
732949,130,311,183,0,0
732950,0,233,50,0,0
732951,0,233,50,0,0
732952,0,233,50,0,0
732953,0,233,50,0,0
732954,0,233,50,0,0
732955,0,233,50,0,0
732956,0,233,50,0,0
732957,0,233,50,0,0
732958,0,233,50,0,0
732959,0,233,50,0,0
732960,0,233,50,0,0
732961,0,233,50,0,0
732962,0,233,50,0,0
732963,0,233,50,0,0
732964,0,233,50,0,0
732965,0,233,50,0,0
732966,0,233,50,0,0
732967,0,233,50,0,0
732968,0,233,50,0,0
732969,0,233,50,0,0
732970,0,233,50,0,0
732971,0,233,50,0,0
732972,0,233,50,0,0
732973,0,233,50,0,0
732974,0,233,50,0,0
732975,0,233,50,0,0
732976,0,233,50,0,0
732977,0,233,50,0,0
732978,0,233,50,0,0
732979,0,233,50,0,0
732980,0,233,50,0,0
732981,0,206,-22,0,0
732982,0,206,-22,0,0
732983,0,206,-22,0,0
732984,0,206,-22,0,0
732985,0,206,-22,0,0
732986,0,206,-22,0,0
732987,0,206,-22,0,0
732988,0,206,-22,0,0
732989,0,206,-22,0,0
732990,0,206,-22,0,0
732991,0,206,-22,0,0
732992,0,206,-22,0,0
732993,0,206,-22,0,0
732994,0,206,-22,0,0
732995,0,206,-22,0,0
732996,0,206,-22,0,0
732997,0,206,-22,0,0
732998,0,206,-22,0,0
732999,0,206,-22,0,0
733000,0,206,-22,0,0
733001,0,206,-22,0,0
733002,0,206,-22,0,0
733003,0,206,-22,0,0
733004,0,206,-22,0,0
733005,0,206,-22,0,0
733006,0,206,-22,0,0
733007,0,206,-22,0,0
733008,0,206,-22,0,0
733009,0,206,-22,0,0
733010,0,206,-22,0,0
733011,0,128,-44,0,0
733012,0,128,-44,0,0
733013,0,128,-44,0,0
733014,0,128,-44,0,0
733015,0,128,-44,0,0
733016,0,128,-44,0,0
733017,0,128,-44,0,0
733018,0,128,-44,0,0
733019,0,128,-44,0,0
733020,0,128,-44,0,0
733021,0,128,-44,0,0
733022,0,128,-44,0,0
733023,0,128,-44,0,0
733024,0,128,-44,0,0
733025,0,128,-44,0,0
733026,0,128,-44,0,0
733027,0,128,-44,0,0
733028,0,128,-44,0,0
733029,0,128,-44,0,0
733030,0,128,-44,0,0
733031,0,128,-44,0,0
733032,0,128,-44,0,0
733033,0,128,-44,0,0
733034,0,128,-44,0,0
733035,0,128,-44,0,0
733036,0,128,-44,0,0
733037,0,128,-44,0,0
733038,0,128,-44,0,0
733039,0,128,-44,0,0
733040,0,128,-44,0,0
733041,0,128,-44,0,0
733042,3,122,-17,0,0
733043,3,122,-17,0,0
733044,3,122,-17,0,0
733045,3,122,-17,0,0
733046,3,122,-17,0,0
733047,3,122,-17,0,0
733048,3,122,-17,0,0
733049,3,122,-17,0,0
733050,3,122,-17,0,0
733051,3,122,-17,0,0
733052,3,122,-17,0,0
733053,3,122,-17,0,0
733054,3,122,-17,0,0
733055,3,122,-17,0,0
733056,3,122,-17,0,0
733057,3,122,-17,0,0
733058,3,122,-17,0,0
733059,3,122,-17,0,0
733060,3,122,-17,0,0
733061,3,122,-17,0,0
733062,3,122,-17,0,0
733063,3,122,-17,0,0
733064,3,122,-17,0,0
733065,3,122,-17,0,0
733066,3,122,-17,0,0
733067,3,122,-17,0,0
733068,3,122,-17,0,0
733069,3,122,-17,0,0
733070,3,122,-17,0,0
733071,3,122,-17,0,0
733072,3,122,-17,0,0
733073,157,61,-78,0,0
733074,157,61,-78,0,0
733075,157,61,-78,0,0
733076,157,61,-78,0,0
733077,157,61,-78,0,0
733078,157,61,-78,0,0
733079,157,61,-78,0,0
733080,157,61,-78,0,0
733081,157,61,-78,0,0
733082,157,61,-78,0,0
733083,157,61,-78,0,0
733084,157,61,-78,0,0
733085,157,61,-78,0,0
733086,157,61,-78,0,0
733087,157,61,-78,0,0
733088,157,61,-78,0,0
733089,157,61,-78,0,0
733090,157,61,-78,0,0
733091,157,61,-78,0,0
733092,157,61,-78,0,0
733093,157,61,-78,0,0
733094,157,61,-78,0,0
733095,157,61,-78,0,0
733096,157,61,-78,0,0
733097,157,61,-78,0,0
733098,157,61,-78,0,0
733099,157,61,-78,0,0
733100,157,61,-78,0,0
733101,157,61,-78,0,0
733133,127,117,33,0,0
733134,127,117,33,0,0
733135,127,117,33,0,0
733136,127,117,33,0,0
733137,127,117,33,0,0
733138,127,117,33,0,0
733139,127,117,33,0,0
733140,127,117,33,0,0
733141,127,117,33,0,0
733142,127,117,33,0,0
733143,127,117,33,0,0
733144,127,117,33,0,0
733145,127,117,33,0,0
733146,127,117,33,0,0
733147,127,117,33,0,0
733148,127,117,33,0,0
733149,127,117,33,0,0
733150,127,117,33,0,0
733151,127,117,33,0,0
733152,127,117,33,0,0
733153,127,117,33,0,0
733154,127,117,33,0,0
733155,127,117,33,0,0
733156,127,117,33,0,0
733157,127,117,33,0,0
733158,127,117,33,0,0
733159,127,117,33,0,0
733160,127,117,33,0,0
733161,127,117,33,0,0
733162,127,117,33,0,0
733163,0,194,39,0,0
733164,0,194,39,0,0
733165,0,194,39,0,0
733166,0,194,39,0,0
733167,0,194,39,0,0
733168,0,194,39,0,0
733169,0,194,39,0,0
733170,0,194,39,0,0
733171,0,194,39,0,0
733172,0,194,39,0,0
733173,0,194,39,0,0
733174,0,194,39,0,0
733175,0,194,39,0,0
733176,0,194,39,0,0
733177,0,194,39,0,0
733178,0,194,39,0,0
733179,0,194,39,0,0
733180,0,194,39,0,0
733181,0,194,39,0,0
733182,0,194,39,0,0
733183,0,194,39,0,0
733184,0,194,39,0,0
733185,0,194,39,0,0
733186,0,194,39,0,0
733187,0,194,39,0,0
733188,0,194,39,0,0
733189,0,194,39,0,0
733190,0,194,39,0,0
733191,0,194,39,0,0
733192,0,194,39,0,0
733193,0,194,39,0,0
733194,0,300,194,0,0
733195,0,300,194,0,0
733196,0,300,194,0,0
733197,0,300,194,0,0
733198,0,300,194,0,0
733199,0,300,194,0,0
733200,0,300,194,0,0
733201,0,300,194,0,0
733202,0,300,194,0,0
733203,0,300,194,0,0
733204,0,300,194,0,0
733205,0,300,194,0,0
733206,0,300,194,0,0
733207,0,300,194,0,0
733208,0,300,194,0,0
733209,0,300,194,0,0
733210,0,300,194,0,0
733211,0,300,194,0,0
733212,0,300,194,0,0
733213,0,300,194,0,0
733214,0,300,194,0,0
733215,0,300,194,0,0
733216,0,300,194,0,0
733217,0,300,194,0,0
733218,0,300,194,0,0
733219,0,300,194,0,0
733220,0,300,194,0,0
733221,0,300,194,0,0
733222,0,300,194,0,0
733223,0,300,194,0,0
733224,13,283,133,0,0
733225,13,283,133,0,0
733226,13,283,133,0,0
733227,13,283,133,0,0
733228,13,283,133,0,0
733229,13,283,133,0,0
733230,13,283,133,0,0
733231,13,283,133,0,0
733232,13,283,133,0,0
733233,13,283,133,0,0
733234,13,283,133,0,0
733235,13,283,133,0,0
733236,13,283,133,0,0
733237,13,283,133,0,0
733238,13,283,133,0,0
733239,13,283,133,0,0
733240,13,283,133,0,0
733241,13,283,133,0,0
733242,13,283,133,0,0
733243,13,283,133,0,0
733244,13,283,133,0,0
733245,13,283,133,0,0
733246,13,283,133,0,0
733247,13,283,133,0,0
733248,13,283,133,0,0
733249,13,283,133,0,0
733250,13,283,133,0,0
733251,13,283,133,0,0
733252,13,283,133,0,0
733253,13,283,133,0,0
733254,13,283,133,0,0
733255,0,294,189,0,0
733256,0,294,189,0,0
733257,0,294,189,0,0
733258,0,294,189,0,0
733259,0,294,189,0,0
733260,0,294,189,0,0
733261,0,294,189,0,0
733262,0,294,189,0,0
733263,0,294,189,0,0
733264,0,294,189,0,0
733265,0,294,189,0,0
733266,0,294,189,0,0
733267,0,294,189,0,0
733268,0,294,189,0,0
733269,0,294,189,0,0
733270,0,294,189,0,0
733271,0,294,189,0,0
733272,0,294,189,0,0
733273,0,294,189,0,0
733274,0,294,189,0,0
733275,0,294,189,0,0
733276,0,294,189,0,0
733277,0,294,189,0,0
733278,0,294,189,0,0
733279,0,294,189,0,0
733280,0,294,189,0,0
733281,0,294,189,0,0
733282,0,294,189,0,0
733283,0,294,189,0,0
733284,0,294,189,0,0
733285,0,294,189,0,0
733286,0,272,172,0,0
733287,0,272,172,0,0
733288,0,272,172,0,0
733289,0,272,172,0,0
733290,0,272,172,0,0
733291,0,272,172,0,0
733292,0,272,172,0,0
733293,0,272,172,0,0
733294,0,272,172,0,0
733295,0,272,172,0,0
733296,0,272,172,0,0
733297,0,272,172,0,0
733298,0,272,172,0,0
733299,0,272,172,0,0
733300,0,272,172,0,0
733301,0,272,172,0,0
733302,0,272,172,0,0
733303,0,272,172,0,0
733304,0,272,172,0,0
733305,0,272,172,0,0
733306,0,272,172,0,0
733307,0,272,172,0,0
733308,0,272,172,0,0
733309,0,272,172,0,0
733310,0,272,172,0,0
733311,0,272,172,0,0
733312,0,272,172,0,0
733313,0,272,172,0,0
733314,0,272,172,0,0
733315,0,272,172,0,0
733316,5,256,100,0,0
733317,5,256,100,0,0
733318,5,256,100,0,0
733319,5,256,100,0,0
733320,5,256,100,0,0
733321,5,256,100,0,0
733322,5,256,100,0,0
733323,5,256,100,0,0
733324,5,256,100,0,0
733325,5,256,100,0,0
733326,5,256,100,0,0
733327,5,256,100,0,0
733328,5,256,100,0,0
733329,5,256,100,0,0
733330,5,256,100,0,0
733331,5,256,100,0,0
733332,5,256,100,0,0
733333,5,256,100,0,0
733334,5,256,100,0,0
733335,5,256,100,0,0
733336,5,256,100,0,0
733337,5,256,100,0,0
733338,5,256,100,0,0
733339,5,256,100,0,0
733340,5,256,100,0,0
733341,5,256,100,0,0
733342,5,256,100,0,0
733343,5,256,100,0,0
733344,5,256,100,0,0
733345,5,256,100,0,0
733346,5,256,100,0,0
733347,0,217,-28,0,0
733348,0,217,-28,0,0
733349,0,217,-28,0,0
733350,0,217,-28,0,0
733351,0,217,-28,0,0
733352,0,217,-28,0,0
733353,0,217,-28,0,0
733354,0,217,-28,0,0
733355,0,217,-28,0,0
733356,0,217,-28,0,0
733357,0,217,-28,0,0
733358,0,217,-28,0,0
733359,0,217,-28,0,0
733360,0,217,-28,0,0
733361,0,217,-28,0,0
733362,0,217,-28,0,0
733363,0,217,-28,0,0
733364,0,217,-28,0,0
733365,0,217,-28,0,0
733366,0,217,-28,0,0
733367,0,217,-28,0,0
733368,0,217,-28,0,0
733369,0,217,-28,0,0
733370,0,217,-28,0,0
733371,0,217,-28,0,0
733372,0,217,-28,0,0
733373,0,217,-28,0,0
733374,0,217,-28,0,0
733375,0,217,-28,0,0
733376,0,217,-28,0,0
733377,114,33,6,0,0
733378,114,33,6,0,0
733379,114,33,6,0,0
733380,114,33,6,0,0
733381,114,33,6,0,0
733382,114,33,6,0,0
733383,114,33,6,0,0
733384,114,33,6,0,0
733385,114,33,6,0,0
733386,114,33,6,0,0
733387,114,33,6,0,0
733388,114,33,6,0,0
733389,114,33,6,0,0
733390,114,33,6,0,0
733391,114,33,6,0,0
733392,114,33,6,0,0
733393,114,33,6,0,0
733394,114,33,6,0,0
733395,114,33,6,0,0
733396,114,33,6,0,0
733397,114,33,6,0,0
733398,114,33,6,0,0
733399,114,33,6,0,0
733400,114,33,6,0,0
733401,114,33,6,0,0
733402,114,33,6,0,0
733403,114,33,6,0,0
733404,114,33,6,0,0
733405,114,33,6,0,0
733406,114,33,6,0,0
733407,114,33,6,0,0
733408,0,94,-67,0,0
733409,0,94,-67,0,0
733410,0,94,-67,0,0
733411,0,94,-67,0,0
733412,0,94,-67,0,0
733413,0,94,-67,0,0
733414,0,94,-67,0,0
733415,0,94,-67,0,0
733416,0,94,-67,0,0
733417,0,94,-67,0,0
733418,0,94,-67,0,0
733419,0,94,-67,0,0
733420,0,94,-67,0,0
733421,0,94,-67,0,0
733422,0,94,-67,0,0
733423,0,94,-67,0,0
733424,0,94,-67,0,0
733425,0,94,-67,0,0
733426,0,94,-67,0,0
733427,0,94,-67,0,0
733428,0,94,-67,0,0
733429,0,94,-67,0,0
733430,0,94,-67,0,0
733431,0,94,-67,0,0
733432,0,94,-67,0,0
733433,0,94,-67,0,0
733434,0,94,-67,0,0
733435,0,94,-67,0,0
733436,0,94,-67,0,0
733437,0,94,-67,0,0
733438,0,94,-67,0,0
733439,0,67,-44,0,0
733440,0,67,-44,0,0
733441,0,67,-44,0,0
733442,0,67,-44,0,0
733443,0,67,-44,0,0
733444,0,67,-44,0,0
733445,0,67,-44,0,0
733446,0,67,-44,0,0
733447,0,67,-44,0,0
733448,0,67,-44,0,0
733449,0,67,-44,0,0
733450,0,67,-44,0,0
733451,0,67,-44,0,0
733452,0,67,-44,0,0
733453,0,67,-44,0,0
733454,0,67,-44,0,0
733455,0,67,-44,0,0
733456,0,67,-44,0,0
733457,0,67,-44,0,0
733458,0,67,-44,0,0
733459,0,67,-44,0,0
733460,0,67,-44,0,0
733461,0,67,-44,0,0
733462,0,67,-44,0,0
733463,0,67,-44,0,0
733464,0,67,-44,0,0
733465,0,67,-44,0,0
733466,0,67,-44,0,0
733467,310,128,-11,0,0
733468,310,128,-11,0,0
733469,310,128,-11,0,0
733470,310,128,-11,0,0
733471,310,128,-11,0,0
733472,310,128,-11,0,0
733473,310,128,-11,0,0
733474,310,128,-11,0,0
733475,310,128,-11,0,0
733476,310,128,-11,0,0
733477,310,128,-11,0,0
733478,310,128,-11,0,0
733479,310,128,-11,0,0
733480,310,128,-11,0,0
733481,310,128,-11,0,0
733482,310,128,-11,0,0
733483,310,128,-11,0,0
733484,310,128,-11,0,0
733485,310,128,-11,0,0
733486,310,128,-11,0,0
733487,310,128,-11,0,0
733488,310,128,-11,0,0
733489,310,128,-11,0,0
733490,310,128,-11,0,0
733491,310,128,-11,0,0
733492,310,128,-11,0,0
733493,310,128,-11,0,0
733494,310,128,-11,0,0
733495,310,128,-11,0,0
733496,310,128,-11,0,0
733497,310,128,-11,0,0
733498,0,178,-17,0,0
733499,0,178,-17,0,0
733500,0,178,-17,0,0
733501,0,178,-17,0,0
733502,0,178,-17,0,0
733503,0,178,-17,0,0
733504,0,178,-17,0,0
733505,0,178,-17,0,0
733506,0,178,-17,0,0
733507,0,178,-17,0,0
733508,0,178,-17,0,0
733509,0,178,-17,0,0
733510,0,178,-17,0,0
733511,0,178,-17,0,0
733512,0,178,-17,0,0
733513,0,178,-17,0,0
733514,0,178,-17,0,0
733515,0,178,-17,0,0
733516,0,178,-17,0,0
733517,0,178,-17,0,0
733518,0,178,-17,0,0
733519,0,178,-17,0,0
733520,0,178,-17,0,0
733521,0,178,-17,0,0
733522,0,178,-17,0,0
733523,0,178,-17,0,0
733524,0,178,-17,0,0
733525,0,178,-17,0,0
733526,0,178,-17,0,0
733527,0,178,-17,0,0
733528,0,194,100,0,0
733529,0,194,100,0,0
733530,0,194,100,0,0
733531,0,194,100,0,0
733532,0,194,100,0,0
733533,0,194,100,0,0
733534,0,194,100,0,0
733535,0,194,100,0,0
733536,0,194,100,0,0
733537,0,194,100,0,0
733538,0,194,100,0,0
733539,0,194,100,0,0
733540,0,194,100,0,0
733541,0,194,100,0,0
733542,0,194,100,0,0
733543,0,194,100,0,0
733544,0,194,100,0,0
733545,0,194,100,0,0
733546,0,194,100,0,0
733547,0,194,100,0,0
733548,0,194,100,0,0
733549,0,194,100,0,0
733550,0,194,100,0,0
733551,0,194,100,0,0
733552,0,194,100,0,0
733553,0,194,100,0,0
733554,0,194,100,0,0
733555,0,194,100,0,0
733556,0,194,100,0,0
733557,0,194,100,0,0
733558,0,194,100,0,0
733559,0,278,106,0,0
733560,0,278,106,0,0
733561,0,278,106,0,0
733562,0,278,106,0,0
733563,0,278,106,0,0
733564,0,278,106,0,0
733565,0,278,106,0,0
733566,0,278,106,0,0
733567,0,278,106,0,0
733568,0,278,106,0,0
733569,0,278,106,0,0
733570,0,278,106,0,0
733571,0,278,106,0,0
733572,0,278,106,0,0
733573,0,278,106,0,0
733574,0,278,106,0,0
733575,0,278,106,0,0
733576,0,278,106,0,0
733577,0,278,106,0,0
733578,0,278,106,0,0
733579,0,278,106,0,0
733580,0,278,106,0,0
733581,0,278,106,0,0
733582,0,278,106,0,0
733583,0,278,106,0,0
733584,0,278,106,0,0
733585,0,278,106,0,0
733586,0,278,106,0,0
733587,0,278,106,0,0
733588,0,278,106,0,0
733589,0,294,139,0,0
733590,0,294,139,0,0
733591,0,294,139,0,0
733592,0,294,139,0,0
733593,0,294,139,0,0
733594,0,294,139,0,0
733595,0,294,139,0,0
733596,0,294,139,0,0
733597,0,294,139,0,0
733598,0,294,139,0,0
733599,0,294,139,0,0
733600,0,294,139,0,0
733601,0,294,139,0,0
733602,0,294,139,0,0
733603,0,294,139,0,0
733604,0,294,139,0,0
733605,0,294,139,0,0
733606,0,294,139,0,0
733607,0,294,139,0,0
733608,0,294,139,0,0
733609,0,294,139,0,0
733610,0,294,139,0,0
733611,0,294,139,0,0
733612,0,294,139,0,0
733613,0,294,139,0,0
733614,0,294,139,0,0
733615,0,294,139,0,0
733616,0,294,139,0,0
733617,0,294,139,0,0
733618,0,294,139,0,0
733619,0,294,139,0,0
733620,3,278,178,0,0
733621,3,278,178,0,0
733622,3,278,178,0,0
733623,3,278,178,0,0
733624,3,278,178,0,0
733625,3,278,178,0,0
733626,3,278,178,0,0
733627,3,278,178,0,0
733628,3,278,178,0,0
733629,3,278,178,0,0
733630,3,278,178,0,0
733631,3,278,178,0,0
733632,3,278,178,0,0
